Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Date,Year,Month,Day,Weekday,Temperature Difference,Power [W],Wear Category,RPM_Torque_Ratio,Air_Process_Interaction,Temperature_Wear_Interaction,ToolWear_roll_mean_1_hours,ToolWear_roll_mean_6_hours,ToolWear_roll_mean_12_hours,ToolWear_roll_mean_24_hours
M,303.9,313.2,1624,39.8,107,0,No Failure,2024-02-22 09:15:00,2024,2,22,Thursday,9.300000000000011,6768.934316353887,Medium,40.80402010050251,95181.48,33512.4,100.75,76.5,79.875,108.39583333333333
M,303.9,313.1,1437,48.3,110,0,No Failure,2024-02-22 09:30:00,2024,2,22,Thursday,9.200000000000045,7268.672503351206,Medium,29.751552795031056,95151.09,34441.0,103.25,79.04166666666667,77.97916666666667,108.71875
M,303.8,313.0,1514,45.0,113,0,No Failure,2024-02-22 09:45:00,2024,2,22,Thursday,9.199999999999989,7134.927949061662,Medium,33.644444444444446,95089.40000000001,35369.0,105.75,81.58333333333333,76.10416666666667,109.05208333333333
M,304.0,313.1,1694,31.4,116,0,No Failure,2024-02-22 10:00:00,2024,2,22,Thursday,9.100000000000023,5570.50100536193,Medium,53.94904458598727,95182.40000000001,36319.600000000006,108.5,84.125,74.22916666666667,109.39583333333333
M,303.9,313.1,1514,41.1,121,0,No Failure,2024-02-22 10:30:00,2024,2,22,Thursday,9.200000000000045,6516.567526809652,Medium,36.83698296836983,95151.09,37885.100000000006,111.5,86.70833333333333,72.35416666666667,109.73958333333333
M,304.0,313.2,1500,40.6,124,0,No Failure,2024-02-22 10:45:00,2024,2,22,Thursday,9.199999999999989,6377.764745308311,Medium,36.94581280788177,95212.8,38836.799999999996,115.0,89.29166666666667,70.52083333333333,110.11458333333333
L,304.0,313.2,1615,37.8,127,0,No Failure,2024-02-22 11:00:00,2024,2,22,Thursday,9.199999999999989,6393.159349865951,Medium,42.72486772486773,95212.8,39776.4,118.5,91.91666666666667,68.70833333333333,110.46875
M,304.1,313.2,1586,41.1,129,0,No Failure,2024-02-22 11:15:00,2024,2,22,Thursday,9.099999999999966,6826.4703418230565,Medium,38.58880778588808,95244.12000000001,40402.799999999996,122.0,94.58333333333333,66.91666666666667,110.83333333333333
L,304.1,313.3,1732,28.5,132,0,No Failure,2024-02-22 11:30:00,2024,2,22,Thursday,9.199999999999989,5169.445375335121,Medium,60.771929824561404,95274.53000000001,41355.6,125.25,97.20833333333333,65.125,111.19791666666667
H,304.1,313.3,1689,32.5,134,0,No Failure,2024-02-22 11:45:00,2024,2,22,Thursday,9.199999999999989,5748.628099865952,Medium,51.96923076923077,95274.53000000001,41982.200000000004,128.0,99.83333333333333,67.875,111.57291666666667
H,304.1,313.2,1586,34.6,139,0,No Failure,2024-02-22 12:00:00,2024,2,22,Thursday,9.099999999999966,5746.858243967829,Medium,45.83815028901734,95244.12000000001,43534.799999999996,130.5,102.41666666666667,70.625,111.94791666666667
L,304.0,313.2,1314,47.1,144,0,No Failure,2024-02-22 12:15:00,2024,2,22,Thursday,9.199999999999989,6481.37985924933,Medium,27.898089171974522,95212.8,45100.799999999996,133.5,105.125,73.375,112.34375
L,304.1,313.2,1569,35.8,146,0,No Failure,2024-02-22 12:30:00,2024,2,22,Thursday,9.099999999999966,5882.435489276139,Medium,43.8268156424581,95244.12000000001,45727.2,137.25,107.95833333333333,76.1875,112.77083333333333
L,304.1,313.2,1468,39.4,148,0,No Failure,2024-02-22 12:45:00,2024,2,22,Thursday,9.099999999999966,6057.221849865951,Medium,37.25888324873097,95244.12000000001,46353.6,140.75,110.79166666666667,79.0,113.19791666666667
L,304.1,313.2,1412,47.5,150,0,No Failure,2024-02-22 13:00:00,2024,2,22,Thursday,9.099999999999966,7023.919235924933,Medium,29.726315789473684,95244.12000000001,46980.0,144.25,113.625,81.79166666666667,113.61458333333333
M,304.1,313.2,1510,46.9,152,0,No Failure,2024-02-22 13:15:00,2024,2,22,Thursday,9.099999999999966,7416.534014745308,High,32.19616204690832,95244.12000000001,47606.4,147.0,116.41666666666667,84.58333333333333,114.03125
M,304.1,313.2,1410,42.4,155,0,No Failure,2024-02-22 13:30:00,2024,2,22,Thursday,9.099999999999966,6260.891420911528,High,33.25471698113208,95244.12000000001,48546.0,149.0,119.16666666666667,87.375,114.41666666666667
M,304.1,313.3,1680,29.3,158,0,No Failure,2024-02-22 13:45:00,2024,2,22,Thursday,9.199999999999989,5154.993297587132,High,57.33788395904437,95274.53000000001,49501.4,151.25,121.95833333333333,90.16666666666667,114.80208333333333
H,304.0,313.2,1271,68.6,161,1,Power Failure,2024-02-22 14:00:00,2024,2,22,Thursday,9.199999999999989,9131.053116621983,High,18.527696793002917,95212.8,50425.2,153.75,124.79166666666667,92.97916666666667,115.19791666666667
H,304.0,313.1,1472,45.5,166,0,No Failure,2024-02-22 14:15:00,2024,2,22,Thursday,9.100000000000023,7014.075067024129,High,32.35164835164835,95182.40000000001,51974.600000000006,156.5,127.66666666666667,95.72916666666667,115.59375
H,304.0,313.0,1701,30.4,171,0,No Failure,2024-02-22 14:30:00,2024,2,22,Thursday,9.0,5415.382037533512,High,55.953947368421055,95152.0,53523.0,160.0,130.625,98.52083333333333,116.02083333333333
L,303.9,313.0,1480,39.9,176,0,No Failure,2024-02-22 14:45:00,2024,2,22,Thursday,9.100000000000023,6184.232573726542,High,37.092731829573935,95120.7,55088.0,164.0,133.70833333333334,101.35416666666667,116.46875
L,303.9,313.0,1433,48.4,178,0,No Failure,2024-02-22 15:00:00,2024,2,22,Thursday,9.100000000000023,7263.446715817694,High,29.607438016528928,95120.7,55714.0,168.5,136.875,104.1875,116.9375
L,303.8,312.9,1514,34.3,180,0,No Failure,2024-02-22 15:15:00,2024,2,22,Thursday,9.099999999999966,5438.400636729222,High,44.139941690962104,95059.01999999999,56321.99999999999,172.75,140.04166666666666,107.02083333333333,117.39583333333333
L,303.8,312.9,1619,35.7,182,0,No Failure,2024-02-22 15:30:00,2024,2,22,Thursday,9.099999999999966,6052.938589142092,High,45.350140056022404,95059.01999999999,56947.799999999996,176.25,143.20833333333334,109.85416666666667,117.85416666666667
H,303.8,312.9,1378,45.6,184,0,No Failure,2024-02-22 15:45:00,2024,2,22,Thursday,9.099999999999966,6580.596514745309,High,30.219298245614034,95059.01999999999,57573.6,179.0,146.33333333333334,112.6875,118.30208333333333
M,303.9,312.9,1430,53.5,189,0,No Failure,2024-02-22 16:00:00,2024,2,22,Thursday,9.0,8012.001508042896,High,26.72897196261682,95090.30999999998,59138.1,181.0,149.41666666666666,115.5,118.75
L,303.8,312.9,1367,49.9,192,0,No Failure,2024-02-22 16:15:00,2024,2,22,Thursday,9.099999999999966,7143.651558310992,High,27.394789579158317,95059.01999999999,60076.799999999996,183.75,152.58333333333334,118.35416666666667,119.22916666666667
L,303.9,312.9,1526,42.5,194,0,No Failure,2024-02-22 16:30:00,2024,2,22,Thursday,9.0,6791.9529155495975,High,35.90588235294118,95090.30999999998,60702.6,186.75,155.75,121.22916666666667,119.67708333333333
L,303.9,312.8,1419,47.9,196,0,No Failure,2024-02-22 16:45:00,2024,2,22,Thursday,8.900000000000034,7118.182389410187,High,29.62421711899791,95059.92,61308.8,189.75,158.79166666666666,124.04166666666667,120.11458333333333
L,304.0,312.8,1542,42.7,198,0,No Failure,2024-02-22 17:00:00,2024,2,22,Thursday,8.800000000000011,6895.463304289545,High,36.112412177985945,95091.2,61934.4,192.75,161.79166666666666,126.85416666666667,120.55208333333333
L,304.0,312.9,1363,62.5,200,1,Overstrain Failure,2024-02-22 17:15:00,2024,2,22,Thursday,8.899999999999977,8921.278066353887,High,21.808,95121.59999999999,62579.99999999999,195.0,164.75,129.66666666666666,120.98958333333333
L,304.0,312.9,1313,53.9,202,0,No Failure,2024-02-22 17:30:00,2024,2,22,Thursday,8.899999999999977,7411.475787533512,Very High,24.35992578849722,95121.59999999999,63205.799999999996,197.0,167.70833333333334,132.45833333333334,121.42708333333333
H,304.0,312.9,1495,46.6,0,0,No Failure,2024-02-22 17:45:00,2024,2,22,Thursday,8.899999999999977,7295.89058310992,Very Low,32.08154506437768,95121.59999999999,0.0,199.0,170.625,135.22916666666666,121.86458333333333
L,304.0,313.0,1407,42.1,5,0,No Failure,2024-02-22 18:00:00,2024,2,22,Thursday,9.0,6203.365867962467,Very Low,33.42042755344418,95152.0,1565.0,150.0,165.04166666666666,133.72916666666666,120.16666666666667
L,304.1,313.0,1566,37.2,7,0,No Failure,2024-02-22 18:15:00,2024,2,22,Thursday,8.899999999999977,6100.787533512065,Very Low,42.096774193548384,95183.3,2191.0,101.75,159.45833333333334,132.29166666666666,118.5
L,304.1,313.1,1550,30.9,9,0,No Failure,2024-02-22 18:30:00,2024,2,22,Thursday,9.0,5015.813505361931,Very Low,50.16181229773463,95213.71000000002,2817.9,53.5,153.75,130.85416666666666,116.83333333333333
M,304.2,313.2,1396,50.5,11,0,No Failure,2024-02-22 18:45:00,2024,2,22,Thursday,9.0,7382.917225201072,Very Low,27.643564356435643,95275.43999999999,3445.2,5.25,148.04166666666666,129.41666666666666,115.15625
M,304.3,313.3,1540,39.0,14,0,No Failure,2024-02-22 19:00:00,2024,2,22,Thursday,9.0,6289.795576407507,Very Low,39.48717948717949,95337.19,4386.2,8.0,142.33333333333334,127.97916666666667,113.47916666666667
M,304.2,313.2,1380,48.7,17,0,No Failure,2024-02-22 19:15:00,2024,2,22,Thursday,9.0,7038.161863270778,Very Low,28.336755646817245,95275.43999999999,5324.4,10.25,136.66666666666666,126.54166666666667,111.8125
M,304.2,313.1,1608,31.1,20,0,No Failure,2024-02-22 19:30:00,2024,2,22,Thursday,8.900000000000034,5237.181635388741,Very Low,51.70418006430868,95245.02,6262.0,12.75,131.04166666666666,125.10416666666667,110.14583333333333
H,304.2,313.0,1442,40.9,23,0,No Failure,2024-02-22 19:45:00,2024,2,22,Thursday,8.800000000000011,6176.46196380697,Very Low,35.25672371638142,95214.59999999999,7199.0,15.5,125.41666666666667,123.6875,108.48958333333333
L,304.1,313.0,1408,45.3,28,0,No Failure,2024-02-22 20:00:00,2024,2,22,Thursday,8.899999999999977,6679.624664879356,Very Low,31.081677704194263,95183.3,8764.0,18.5,119.79166666666667,122.29166666666667,106.84375
M,304.0,313.0,1454,46.8,30,0,No Failure,2024-02-22 20:15:00,2024,2,22,Thursday,9.0,7126.256702412868,Very Low,31.06837606837607,95152.0,9390.0,22.0,114.25,120.95833333333333,105.22916666666667
L,304.1,313.1,1666,34.6,33,0,No Failure,2024-02-22 20:30:00,2024,2,22,Thursday,9.0,6036.737600536194,Very Low,48.15028901734104,95213.71000000002,10332.300000000001,25.25,108.58333333333333,119.60416666666667,103.58333333333333
L,304.1,313.2,1366,46.6,35,0,No Failure,2024-02-22 20:45:00,2024,2,22,Thursday,9.099999999999966,6666.345509383378,Very Low,29.313304721030043,95244.12000000001,10962.0,28.5,102.83333333333333,118.27083333333333,101.94791666666667
L,304.2,313.2,1464,44.9,37,0,No Failure,2024-02-22 21:00:00,2024,2,22,Thursday,9.0,6883.964477211795,Very Low,32.605790645879736,95275.43999999999,11588.4,31.5,96.95833333333333,116.91666666666667,100.3125
L,304.3,313.3,1775,24.9,39,0,No Failure,2024-02-22 21:15:00,2024,2,22,Thursday,9.0,4628.592074396783,Very Low,71.285140562249,95337.19,12218.7,33.75,91.08333333333333,115.5625,98.67708333333333
M,304.3,313.4,1482,43.8,41,0,No Failure,2024-02-22 21:30:00,2024,2,22,Thursday,9.099999999999966,6797.880361930294,Very Low,33.83561643835617,95367.62,12849.4,36.0,85.20833333333333,114.20833333333333,97.04166666666667
M,304.2,313.4,1411,54.8,44,0,No Failure,2024-02-22 21:45:00,2024,2,22,Thursday,9.199999999999989,8097.645777479893,Very Low,25.748175182481752,95336.27999999998,13789.599999999999,38.0,79.33333333333333,112.83333333333333,95.40625
L,304.2,313.3,1410,51.6,47,0,No Failure,2024-02-22 22:00:00,2024,2,22,Thursday,9.100000000000023,7619.38672922252,Very Low,27.325581395348838,95305.86,14725.1,40.25,73.5,111.45833333333333,93.78125
M,304.1,313.3,1494,39.0,49,0,No Failure,2024-02-22 22:15:00,2024,2,22,Thursday,9.199999999999989,6101.918565683646,Very Low,38.30769230769231,95274.53000000001,15351.7,42.75,67.58333333333333,110.08333333333333,92.15625
H,304.1,313.2,1590,43.4,52,0,No Failure,2024-02-22 22:30:00,2024,2,22,Thursday,9.099999999999966,7226.667225201072,Low,36.63594470046083,95244.12000000001,16286.4,45.25,61.625,108.6875,90.52083333333333
L,304.1,313.1,1327,54.1,57,0,No Failure,2024-02-22 22:45:00,2024,2,22,Thursday,9.0,7518.295492627346,Low,24.52865064695009,95213.71000000002,17846.7,48.0,55.708333333333336,107.25,88.88541666666667
L,304.1,313.1,1969,20.8,59,0,No Failure,2024-02-22 23:00:00,2024,2,22,Thursday,9.0,4289.041554959786,Low,94.66346153846153,95213.71000000002,18472.9,51.25,49.916666666666664,105.85416666666667,87.28125
M,304.0,313.0,1377,56.0,61,0,No Failure,2024-02-22 23:15:00,2024,2,22,Thursday,9.0,8075.569705093834,Low,24.589285714285715,95152.0,19093.0,54.25,44.125,104.4375,85.67708333333333
L,304.0,313.0,1541,45.9,64,0,No Failure,2024-02-22 23:30:00,2024,2,22,Thursday,9.0,7407.412449731903,Low,33.57298474945534,95152.0,20032.0,57.25,38.333333333333336,103.02083333333333,84.07291666666667
M,304.0,313.0,1685,28.2,66,0,No Failure,2024-02-22 23:45:00,2024,2,22,Thursday,9.0,4976.227379356568,Low,59.751773049645394,95152.0,20658.0,60.25,32.583333333333336,101.60416666666667,84.73958333333333
L,304.0,313.1,1465,41.0,69,0,No Failure,2024-02-23 00:00:00,2024,2,23,Friday,9.100000000000023,6290.319202412868,Low,35.73170731707317,95182.40000000001,21603.9,62.5,35.333333333333336,100.1875,85.40625
M,303.9,313.1,1483,47.2,71,0,No Failure,2024-02-23 00:15:00,2024,2,23,Friday,9.200000000000045,7330.512734584451,Low,31.419491525423727,95151.09,22230.100000000002,65.0,38.0,98.72916666666667,86.05208333333333
M,303.9,313.2,1570,40.7,74,0,No Failure,2024-02-23 00:30:00,2024,2,23,Friday,9.300000000000011,6691.835623324398,Low,38.57493857493857,95181.48,23176.8,67.5,40.666666666666664,97.20833333333333,86.69791666666667
L,303.9,313.2,1345,48.2,77,0,No Failure,2024-02-23 00:45:00,2024,2,23,Friday,9.300000000000011,6789.230060321716,Low,27.904564315352694,95181.48,24116.399999999998,70.0,43.375,95.70833333333333,87.35416666666667
M,303.9,313.2,1608,40.6,79,0,No Failure,2024-02-23 01:00:00,2024,2,23,Friday,9.300000000000011,6836.96380697051,Low,39.60591133004926,95181.48,24742.8,72.75,46.125,94.22916666666667,88.01041666666667
M,304.0,313.3,1415,52.8,82,0,No Failure,2024-02-23 01:15:00,2024,2,23,Friday,9.300000000000011,7824.229222520107,Low,26.799242424242426,95243.2,25690.600000000002,75.25,48.833333333333336,92.75,88.66666666666667
M,304.1,313.5,1470,45.8,85,0,No Failure,2024-02-23 01:30:00,2024,2,23,Friday,9.399999999999977,7050.728887399464,Low,32.096069868995635,95335.35,26647.5,78.0,51.541666666666664,91.29166666666667,89.33333333333333
M,304.1,313.5,1428,39.9,88,0,No Failure,2024-02-23 01:45:00,2024,2,23,Friday,9.399999999999977,5966.948726541555,Low,35.78947368421053,95335.35,27588.0,80.75,54.25,89.83333333333333,90.0
H,304.2,313.5,1627,32.2,91,0,No Failure,2024-02-23 02:00:00,2024,2,23,Friday,9.300000000000011,5486.490449061663,Low,50.527950310559,95366.7,28528.5,83.5,56.958333333333336,88.375,90.67708333333333
L,304.2,313.4,1457,49.4,96,0,No Failure,2024-02-23 02:15:00,2024,2,23,Friday,9.199999999999989,7537.680127345845,Low,29.493927125506072,95336.27999999998,30086.399999999998,86.5,59.583333333333336,86.91666666666667,91.32291666666667
L,304.2,313.4,1475,40.2,98,0,No Failure,2024-02-23 02:30:00,2024,2,23,Friday,9.199999999999989,6209.6807975871325,Low,36.69154228855721,95336.27999999998,30713.199999999997,90.0,62.333333333333336,85.45833333333333,91.98958333333333
L,304.2,313.5,1438,50.1,100,0,No Failure,2024-02-23 02:45:00,2024,2,23,Friday,9.300000000000011,7544.801441018767,Low,28.702594810379242,95366.7,31350.0,93.25,65.04166666666667,83.9375,92.64583333333333
M,304.2,313.5,1437,47.2,102,0,No Failure,2024-02-23 03:00:00,2024,2,23,Friday,9.300000000000011,7103.133378016087,Medium,30.444915254237287,95366.7,31977.0,96.25,67.75,82.35416666666667,93.27083333333333
M,304.1,313.4,1518,42.4,105,0,No Failure,2024-02-23 03:15:00,2024,2,23,Friday,9.299999999999955,6740.449061662198,Medium,35.801886792452834,95304.94,32907.0,99.0,70.45833333333333,80.77083333333333,93.89583333333333
M,304.1,313.5,1587,33.6,108,0,No Failure,2024-02-23 03:30:00,2024,2,23,Friday,9.399999999999977,5584.2828418230565,Medium,47.232142857142854,95335.35,33858.0,101.25,73.20833333333333,79.20833333333333,94.53125
L,304.1,313.4,1399,43.7,111,0,No Failure,2024-02-23 03:45:00,2024,2,23,Friday,9.299999999999955,6402.511310321716,Medium,32.013729977116704,95304.94,34787.399999999994,103.75,76.0,77.66666666666667,95.17708333333333
L,304.1,313.5,1469,44.6,113,0,No Failure,2024-02-23 04:00:00,2024,2,23,Friday,9.399999999999977,6861.322888739946,Medium,32.937219730941706,95335.35,35425.5,106.5,78.79166666666667,76.14583333333333,95.82291666666667
L,304.1,313.4,1374,56.6,115,0,No Failure,2024-02-23 04:15:00,2024,2,23,Friday,9.299999999999955,8144.3113270777485,Medium,24.275618374558302,95304.94,36041.0,109.25,81.54166666666667,74.5625,96.45833333333333
L,304.0,313.3,1519,36.7,117,0,No Failure,2024-02-23 04:30:00,2024,2,23,Friday,9.300000000000011,5838.147201742628,Medium,41.38964577656675,95243.2,36656.1,111.75,84.29166666666667,72.95833333333333,97.09375
L,303.9,313.2,1540,44.4,119,0,No Failure,2024-02-23 04:45:00,2024,2,23,Friday,9.300000000000011,7160.690348525469,Medium,34.68468468468468,95181.48,37270.799999999996,114.0,87.0,71.35416666666667,97.69791666666667
L,303.9,313.3,1394,51.6,121,0,No Failure,2024-02-23 05:00:00,2024,2,23,Friday,9.400000000000034,7532.925603217159,Medium,27.015503875968992,95211.87,37909.3,116.0,89.58333333333333,69.75,98.30208333333333
M,304.0,313.4,1389,45.8,123,0,No Failure,2024-02-23 05:15:00,2024,2,23,Friday,9.399999999999977,6662.219336461126,Medium,30.32751091703057,95273.59999999999,38548.2,118.0,92.16666666666667,68.14583333333333,98.90625
M,304.0,313.5,1732,26.2,126,0,No Failure,2024-02-23 05:30:00,2024,2,23,Friday,9.5,4752.262064343164,Medium,66.10687022900764,95304.0,39501.0,120.0,94.75,66.54166666666667,99.5
L,304.1,313.6,1556,37.4,129,0,No Failure,2024-02-23 05:45:00,2024,2,23,Friday,9.5,6094.420241286863,Medium,41.604278074866315,95365.76000000001,40454.4,122.25,97.33333333333333,64.95833333333333,100.09375
M,304.1,313.6,1441,43.7,131,0,No Failure,2024-02-23 06:00:00,2024,2,23,Friday,9.5,6594.723944369974,Medium,32.97482837528604,95365.76000000001,41081.600000000006,124.75,99.95833333333333,67.64583333333333,100.6875
L,304.1,313.6,1382,46.7,134,0,No Failure,2024-02-23 06:15:00,2024,2,23,Friday,9.5,6758.901642091153,Medium,29.593147751605994,95365.76000000001,42022.4,127.25,102.54166666666667,70.27083333333333,101.28125
M,304.2,313.8,1481,44.9,136,0,No Failure,2024-02-23 06:30:00,2024,2,23,Friday,9.600000000000023,6963.901223190348,Medium,32.98440979955457,95457.96,42676.8,130.0,105.16666666666667,72.91666666666667,101.88541666666667
L,304.2,313.8,1401,53.9,142,0,No Failure,2024-02-23 07:00:00,2024,2,23,Friday,9.600000000000023,7908.208361260053,Medium,25.992578849721706,95457.96,44559.6,132.5,107.75,75.5625,102.48958333333333
L,304.1,313.6,1611,31.4,144,0,No Failure,2024-02-23 07:15:00,2024,2,23,Friday,9.5,5297.566186327077,Medium,51.30573248407644,95365.76000000001,45158.4,135.75,110.45833333333333,78.29166666666667,103.13541666666667
M,304.2,313.6,1512,33.4,146,0,No Failure,2024-02-23 07:30:00,2024,2,23,Friday,9.400000000000034,5288.706434316354,Medium,45.26946107784431,95397.12000000001,45785.600000000006,139.0,113.16666666666667,81.0,103.77083333333333
L,304.2,313.6,1411,46.0,149,0,No Failure,2024-02-23 07:45:00,2024,2,23,Friday,9.400000000000034,6797.2939008042895,Medium,30.67391304347826,95397.12000000001,46726.4,142.0,115.83333333333333,83.6875,104.39583333333333
M,304.2,313.6,1424,43.7,151,0,No Failure,2024-02-23 08:00:00,2024,2,23,Friday,9.400000000000034,6516.923592493298,High,32.5858123569794,95397.12000000001,47353.600000000006,145.25,118.5,86.375,105.03125
L,304.2,313.6,1469,40.0,154,0,No Failure,2024-02-23 08:15:00,2024,2,23,Friday,9.400000000000034,6153.6528150134045,High,36.725,95397.12000000001,48294.4,147.5,121.125,89.04166666666667,105.66666666666667
H,304.2,313.5,1684,29.8,156,0,No Failure,2024-02-23 08:30:00,2024,2,23,Friday,9.300000000000011,5255.445710455764,High,56.51006711409396,95366.7,48906.0,150.0,123.75,91.66666666666667,106.3125
M,304.2,313.5,1532,41.3,161,0,No Failure,2024-02-23 08:45:00,2024,2,23,Friday,9.300000000000011,6626.131032171582,High,37.09443099273608,95366.7,50473.5,152.5,126.25,94.29166666666667,106.94791666666667
